order_id,customer_id,product_id,customer_name,city,state,zip_code,order_status,required_date,shipped_date,quantity,total_amount,store_name,staff_name,product_name,model_year,category_name,brand_name
23,1149,4,"Drucilla Gilliam","Santa Clara",CA,95050,4,2016-01-19,2016-01-19,2,5799.93,"Santa Cruz Bikes","Mireya Copeland","Trek Fuel EX 8 29 - 2016",2016,"Mountain Bikes",Trek
23,1149,23,"Drucilla Gilliam","Santa Clara",CA,95050,4,2016-01-19,2016-01-19,2,599.88,"Santa Cruz Bikes","Mireya Copeland","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,"Children Bicycles",Electra
23,1149,13,"Drucilla Gilliam","Santa Clara",CA,95050,4,2016-01-19,2016-01-19,1,269.79,"Santa Cruz Bikes","Mireya Copeland","Electra Cruiser 1 (24-Inch) - 2016",2016,"Cruisers Bicycles",Electra
32,1259,8,"Kimbery Nieves","San Carlos",CA,94070,4,2016-01-24,2016-01-22,2,3599.91,"Santa Cruz Bikes","Genna Serrano","Trek Remedy 29 Carbon Frameset - 2016",2016,"Mountain Bikes",Trek
32,1259,12,"Kimbery Nieves","San Carlos",CA,94070,4,2016-01-24,2016-01-22,2,1099.91,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 21D - 2016",2016,"Cruisers Bicycles",Electra
32,1259,25,"Kimbery Nieves","San Carlos",CA,94070,4,2016-01-24,2016-01-22,2,999.88,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D - 2015/2016",2016,"Comfort Bicycles",Electra
40,348,17,"Darren Witt",Coachella,CA,92236,4,2016-01-28,2016-01-29,1,428.80,"Santa Cruz Bikes","Genna Serrano","Pure Cycles Vine 8-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
40,348,8,"Darren Witt",Coachella,CA,92236,4,2016-01-28,2016-01-29,2,3599.78,"Santa Cruz Bikes","Genna Serrano","Trek Remedy 29 Carbon Frameset - 2016",2016,"Mountain Bikes",Trek
52,767,25,"Twana Arnold",Anaheim,CA,92806,4,2016-02-04,2016-02-05,1,499.92,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D - 2015/2016",2016,"Comfort Bicycles",Electra
60,151,14,"Joesph Delacruz",Atwater,CA,95301,4,2016-02-08,2016-02-07,2,539.93,"Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,"Cruisers Bicycles",Electra
60,151,4,"Joesph Delacruz",Atwater,CA,95301,4,2016-02-08,2016-02-07,1,2899.89,"Santa Cruz Bikes","Genna Serrano","Trek Fuel EX 8 29 - 2016",2016,"Mountain Bikes",Trek
60,151,15,"Joesph Delacruz",Atwater,CA,95301,4,2016-02-08,2016-02-07,1,529.92,"Santa Cruz Bikes","Genna Serrano","Electra Moto 1 - 2016",2016,"Cruisers Bicycles",Electra
60,151,22,"Joesph Delacruz",Atwater,CA,95301,4,2016-02-08,2016-02-07,1,269.79,"Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,"Children Bicycles",Electra
62,208,14,"Denis Logan",Ridgecrest,CA,93555,4,2016-02-10,2016-02-10,1,269.92,"Santa Cruz Bikes","Mireya Copeland","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,"Cruisers Bicycles",Electra
62,208,8,"Denis Logan",Ridgecrest,CA,93555,4,2016-02-10,2016-02-10,2,3599.88,"Santa Cruz Bikes","Mireya Copeland","Trek Remedy 29 Carbon Frameset - 2016",2016,"Mountain Bikes",Trek
62,208,22,"Denis Logan",Ridgecrest,CA,93555,4,2016-02-10,2016-02-10,2,539.88,"Santa Cruz Bikes","Mireya Copeland","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,"Children Bicycles",Electra
72,1386,17,"Cesar Wilkins","San Diego",CA,92111,4,2016-02-15,2016-02-13,2,857.93,"Santa Cruz Bikes","Mireya Copeland","Pure Cycles Vine 8-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
72,1386,12,"Cesar Wilkins","San Diego",CA,92111,4,2016-02-15,2016-02-13,1,549.94,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 21D - 2016",2016,"Cruisers Bicycles",Electra
72,1386,13,"Cesar Wilkins","San Diego",CA,92111,4,2016-02-15,2016-02-13,2,539.88,"Santa Cruz Bikes","Mireya Copeland","Electra Cruiser 1 (24-Inch) - 2016",2016,"Cruisers Bicycles",Electra
77,385,20,"Rochelle Ward",Glendora,CA,91740,4,2016-02-19,2016-02-19,1,599.92,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D EQ - Women's - 2016",2016,"Cruisers Bicycles",Electra
77,385,24,"Rochelle Ward",Glendora,CA,91740,4,2016-02-19,2016-02-19,2,1099.88,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 21D - 2016",2016,"Comfort Bicycles",Electra
77,385,26,"Rochelle Ward",Glendora,CA,91740,4,2016-02-19,2016-02-19,1,599.79,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D EQ - 2016",2016,"Comfort Bicycles",Electra
77,385,25,"Rochelle Ward",Glendora,CA,91740,4,2016-02-19,2016-02-19,1,499.79,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D - 2015/2016",2016,"Comfort Bicycles",Electra
79,529,9,"Ellena Clements","Santa Monica",CA,90403,4,2016-02-20,2016-02-20,2,5999.88,"Santa Cruz Bikes","Genna Serrano","Trek Conduit+ - 2016",2016,"Electric Bikes",Trek
79,529,17,"Ellena Clements","Santa Monica",CA,90403,4,2016-02-20,2016-02-20,2,857.95,"Santa Cruz Bikes","Genna Serrano","Pure Cycles Vine 8-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
79,529,6,"Ellena Clements","Santa Monica",CA,90403,4,2016-02-20,2016-02-20,1,469.89,"Santa Cruz Bikes","Genna Serrano","Surly Ice Cream Truck Frameset - 2016",2016,"Mountain Bikes",Surly
79,529,25,"Ellena Clements","Santa Monica",CA,90403,4,2016-02-20,2016-02-20,2,999.91,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D - 2015/2016",2016,"Comfort Bicycles",Electra
83,393,20,"Gertrude Terry",Upland,CA,91784,4,2016-02-20,2016-02-20,1,599.79,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D EQ - Women's - 2016",2016,"Cruisers Bicycles",Electra
83,393,3,"Gertrude Terry",Upland,CA,91784,4,2016-02-20,2016-02-20,2,1999.93,"Santa Cruz Bikes","Genna Serrano","Surly Wednesday Frameset - 2016",2016,"Mountain Bikes",Surly
91,648,11,"Catrice Hicks","San Pablo",CA,94806,4,2016-02-27,2016-02-28,1,1680.89,"Santa Cruz Bikes","Mireya Copeland","Surly Straggler 650b - 2016",2016,"Cyclocross Bicycles",Surly
91,648,25,"Catrice Hicks","San Pablo",CA,94806,4,2016-02-27,2016-02-28,1,499.94,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D - 2015/2016",2016,"Comfort Bicycles",Electra
91,648,15,"Catrice Hicks","San Pablo",CA,94806,4,2016-02-27,2016-02-28,2,1059.91,"Santa Cruz Bikes","Mireya Copeland","Electra Moto 1 - 2016",2016,"Cruisers Bicycles",Electra
91,648,13,"Catrice Hicks","San Pablo",CA,94806,4,2016-02-27,2016-02-28,2,539.91,"Santa Cruz Bikes","Mireya Copeland","Electra Cruiser 1 (24-Inch) - 2016",2016,"Cruisers Bicycles",Electra
93,1328,22,"Cindie Franklin",Lawndale,CA,90260,4,2016-02-28,2016-02-27,2,539.91,"Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,"Children Bicycles",Electra
93,1328,17,"Cindie Franklin",Lawndale,CA,90260,4,2016-02-28,2016-02-27,1,428.95,"Santa Cruz Bikes","Genna Serrano","Pure Cycles Vine 8-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
93,1328,21,"Cindie Franklin",Lawndale,CA,90260,4,2016-02-28,2016-02-27,1,269.89,"Santa Cruz Bikes","Genna Serrano","Electra Cruiser 1 (24-Inch) - 2016",2016,"Children Bicycles",Electra
93,1328,10,"Cindie Franklin",Lawndale,CA,90260,4,2016-02-28,2016-02-27,2,3097.93,"Santa Cruz Bikes","Genna Serrano","Surly Straggler - 2016",2016,"Cyclocross Bicycles",Surly
94,929,12,"Thurman Ellis",Pleasanton,CA,94566,4,2016-02-28,2016-02-29,1,549.94,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 21D - 2016",2016,"Cruisers Bicycles",Electra
94,929,4,"Thurman Ellis",Pleasanton,CA,94566,4,2016-02-28,2016-02-29,1,2899.79,"Santa Cruz Bikes","Mireya Copeland","Trek Fuel EX 8 29 - 2016",2016,"Mountain Bikes",Trek
94,929,11,"Thurman Ellis",Pleasanton,CA,94566,4,2016-02-28,2016-02-29,1,1680.79,"Santa Cruz Bikes","Mireya Copeland","Surly Straggler 650b - 2016",2016,"Cyclocross Bicycles",Surly
94,929,21,"Thurman Ellis",Pleasanton,CA,94566,4,2016-02-28,2016-02-29,2,539.91,"Santa Cruz Bikes","Mireya Copeland","Electra Cruiser 1 (24-Inch) - 2016",2016,"Children Bicycles",Electra
103,991,17,"Brigida Larson","Canyon Country",CA,91387,4,2016-03-06,2016-03-05,1,428.93,"Santa Cruz Bikes","Mireya Copeland","Pure Cycles Vine 8-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
103,991,3,"Brigida Larson","Canyon Country",CA,91387,4,2016-03-06,2016-03-05,1,999.94,"Santa Cruz Bikes","Mireya Copeland","Surly Wednesday Frameset - 2016",2016,"Mountain Bikes",Surly
103,991,18,"Brigida Larson","Canyon Country",CA,91387,4,2016-03-06,2016-03-05,1,448.80,"Santa Cruz Bikes","Mireya Copeland","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,"Cruisers Bicycles","Pure Cycles"
103,991,15,"Brigida Larson","Canyon Country",CA,91387,4,2016-03-06,2016-03-05,2,1059.88,"Santa Cruz Bikes","Mireya Copeland","Electra Moto 1 - 2016",2016,"Cruisers Bicycles",Electra
103,991,9,"Brigida Larson","Canyon Country",CA,91387,4,2016-03-06,2016-03-05,2,5999.88,"Santa Cruz Bikes","Mireya Copeland","Trek Conduit+ - 2016",2016,"Electric Bikes",Trek
107,633,19,"Kiara Deleon",Anaheim,CA,92806,4,2016-03-09,2016-03-09,1,448.80,"Santa Cruz Bikes","Mireya Copeland","Pure Cycles William 3-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
107,633,13,"Kiara Deleon",Anaheim,CA,92806,4,2016-03-09,2016-03-09,2,539.88,"Santa Cruz Bikes","Mireya Copeland","Electra Cruiser 1 (24-Inch) - 2016",2016,"Cruisers Bicycles",Electra
118,577,18,"Danille Mcfarland",Rocklin,CA,95677,4,2016-03-14,2016-03-13,1,448.93,"Santa Cruz Bikes","Mireya Copeland","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,"Cruisers Bicycles","Pure Cycles"
118,577,4,"Danille Mcfarland",Rocklin,CA,95677,4,2016-03-14,2016-03-13,1,2899.92,"Santa Cruz Bikes","Mireya Copeland","Trek Fuel EX 8 29 - 2016",2016,"Mountain Bikes",Trek
118,577,6,"Danille Mcfarland",Rocklin,CA,95677,4,2016-03-14,2016-03-13,1,469.92,"Santa Cruz Bikes","Mireya Copeland","Surly Ice Cream Truck Frameset - 2016",2016,"Mountain Bikes",Surly
118,577,3,"Danille Mcfarland",Rocklin,CA,95677,4,2016-03-14,2016-03-13,2,1999.88,"Santa Cruz Bikes","Mireya Copeland","Surly Wednesday Frameset - 2016",2016,"Mountain Bikes",Surly
118,577,23,"Danille Mcfarland",Rocklin,CA,95677,4,2016-03-14,2016-03-13,2,599.91,"Santa Cruz Bikes","Mireya Copeland","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,"Children Bicycles",Electra
124,403,16,"Elouise Fry","Canyon Country",CA,91387,4,2016-03-18,2016-03-17,1,599.94,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D EQ - 2016",2016,"Cruisers Bicycles",Electra
124,403,4,"Elouise Fry","Canyon Country",CA,91387,4,2016-03-18,2016-03-17,1,2899.92,"Santa Cruz Bikes","Genna Serrano","Trek Fuel EX 8 29 - 2016",2016,"Mountain Bikes",Trek
124,403,7,"Elouise Fry","Canyon Country",CA,91387,4,2016-03-18,2016-03-17,2,7999.93,"Santa Cruz Bikes","Genna Serrano","Trek Slash 8 27.5 - 2016",2016,"Mountain Bikes",Trek
132,46,20,"Monika Berg",Encino,CA,91316,4,2016-03-22,2016-03-23,1,599.94,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D EQ - Women's - 2016",2016,"Cruisers Bicycles",Electra
132,46,9,"Monika Berg",Encino,CA,91316,4,2016-03-22,2016-03-23,1,2999.89,"Santa Cruz Bikes","Genna Serrano","Trek Conduit+ - 2016",2016,"Electric Bikes",Trek
142,170,16,"Regine Gonzales",Oxnard,CA,93035,4,2016-03-27,2016-03-27,2,1199.88,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D EQ - 2016",2016,"Cruisers Bicycles",Electra
142,170,11,"Regine Gonzales",Oxnard,CA,93035,4,2016-03-27,2016-03-27,2,3361.88,"Santa Cruz Bikes","Genna Serrano","Surly Straggler 650b - 2016",2016,"Cyclocross Bicycles",Surly
142,170,19,"Regine Gonzales",Oxnard,CA,93035,4,2016-03-27,2016-03-27,1,448.93,"Santa Cruz Bikes","Genna Serrano","Pure Cycles William 3-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
146,288,3,"Keturah Massey",Banning,CA,92220,4,2016-03-30,2016-03-30,2,1999.78,"Santa Cruz Bikes","Genna Serrano","Surly Wednesday Frameset - 2016",2016,"Mountain Bikes",Surly
146,288,12,"Keturah Massey",Banning,CA,92220,4,2016-03-30,2016-03-30,1,549.89,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 21D - 2016",2016,"Cruisers Bicycles",Electra
146,288,20,"Keturah Massey",Banning,CA,92220,4,2016-03-30,2016-03-30,2,1199.88,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D EQ - Women's - 2016",2016,"Cruisers Bicycles",Electra
146,288,6,"Keturah Massey",Banning,CA,92220,4,2016-03-30,2016-03-30,2,939.93,"Santa Cruz Bikes","Genna Serrano","Surly Ice Cream Truck Frameset - 2016",2016,"Mountain Bikes",Surly
150,332,7,"Reena Higgins","Canyon Country",CA,91387,4,2016-03-31,2016-04-01,1,3999.89,"Santa Cruz Bikes","Mireya Copeland","Trek Slash 8 27.5 - 2016",2016,"Mountain Bikes",Trek
150,332,3,"Reena Higgins","Canyon Country",CA,91387,4,2016-03-31,2016-04-01,1,999.79,"Santa Cruz Bikes","Mireya Copeland","Surly Wednesday Frameset - 2016",2016,"Mountain Bikes",Surly
150,332,17,"Reena Higgins","Canyon Country",CA,91387,4,2016-03-31,2016-04-01,1,428.93,"Santa Cruz Bikes","Mireya Copeland","Pure Cycles Vine 8-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
150,332,25,"Reena Higgins","Canyon Country",CA,91387,4,2016-03-31,2016-04-01,2,999.91,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D - 2015/2016",2016,"Comfort Bicycles",Electra
151,926,17,"Katina Mcintosh",Bakersfield,CA,93306,4,2016-04-01,2016-03-31,1,428.90,"Santa Cruz Bikes","Mireya Copeland","Pure Cycles Vine 8-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
151,926,26,"Katina Mcintosh",Bakersfield,CA,93306,4,2016-04-01,2016-03-31,1,599.89,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D EQ - 2016",2016,"Comfort Bicycles",Electra
154,1286,12,"Dione Pratt",Pleasanton,CA,94566,4,2016-04-01,2016-04-01,1,549.89,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 21D - 2016",2016,"Cruisers Bicycles",Electra
156,357,18,"Sheri Cole","San Jose",CA,95127,4,2016-04-06,2016-04-05,2,897.80,"Santa Cruz Bikes","Genna Serrano","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,"Cruisers Bicycles","Pure Cycles"
156,357,17,"Sheri Cole","San Jose",CA,95127,4,2016-04-06,2016-04-05,2,857.95,"Santa Cruz Bikes","Genna Serrano","Pure Cycles Vine 8-Speed - 2016",2016,"Cruisers Bicycles","Pure Cycles"
156,357,6,"Sheri Cole","San Jose",CA,95127,4,2016-04-06,2016-04-05,1,469.92,"Santa Cruz Bikes","Genna Serrano","Surly Ice Cream Truck Frameset - 2016",2016,"Mountain Bikes",Surly
159,32,13,"Araceli Golden",Fullerton,CA,92831,4,2016-04-06,2016-04-06,1,269.79,"Santa Cruz Bikes","Mireya Copeland","Electra Cruiser 1 (24-Inch) - 2016",2016,"Cruisers Bicycles",Electra
162,31,18,"Williemae Holloway",Oakland,CA,94603,4,2016-04-08,2016-04-07,1,448.93,"Santa Cruz Bikes","Genna Serrano","Pure Cycles Western 3-Speed - Women's - 2015/2016",2016,"Cruisers Bicycles","Pure Cycles"
162,31,21,"Williemae Holloway",Oakland,CA,94603,4,2016-04-08,2016-04-07,2,539.91,"Santa Cruz Bikes","Genna Serrano","Electra Cruiser 1 (24-Inch) - 2016",2016,"Children Bicycles",Electra
162,31,3,"Williemae Holloway",Oakland,CA,94603,4,2016-04-08,2016-04-07,2,1999.88,"Santa Cruz Bikes","Genna Serrano","Surly Wednesday Frameset - 2016",2016,"Mountain Bikes",Surly
165,574,4,"Adriene Rivera",Encino,CA,91316,4,2016-04-10,2016-04-10,2,5799.93,"Santa Cruz Bikes","Genna Serrano","Trek Fuel EX 8 29 - 2016",2016,"Mountain Bikes",Trek
165,574,23,"Adriene Rivera",Encino,CA,91316,4,2016-04-10,2016-04-10,1,299.79,"Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",2016,"Children Bicycles",Electra
168,1147,6,"Kandace Ayers","Santa Monica",CA,90403,4,2016-04-12,2016-04-11,1,469.89,"Santa Cruz Bikes","Genna Serrano","Surly Ice Cream Truck Frameset - 2016",2016,"Mountain Bikes",Surly
168,1147,11,"Kandace Ayers","Santa Monica",CA,90403,4,2016-04-12,2016-04-11,2,3361.91,"Santa Cruz Bikes","Genna Serrano","Surly Straggler 650b - 2016",2016,"Cyclocross Bicycles",Surly
168,1147,12,"Kandace Ayers","Santa Monica",CA,90403,4,2016-04-12,2016-04-11,2,1099.91,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 21D - 2016",2016,"Cruisers Bicycles",Electra
168,1147,22,"Kandace Ayers","Santa Monica",CA,90403,4,2016-04-12,2016-04-11,2,539.78,"Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",2016,"Children Bicycles",Electra
171,237,8,"Elvera Peck",Banning,CA,92220,4,2016-04-14,2016-04-14,1,1799.94,"Santa Cruz Bikes","Genna Serrano","Trek Remedy 29 Carbon Frameset - 2016",2016,"Mountain Bikes",Trek
177,121,20,"Lucy Woods","Palos Verdes Peninsula",CA,90274,4,2016-04-19,2016-04-19,2,1199.88,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D EQ - Women's - 2016",2016,"Cruisers Bicycles",Electra
181,459,10,"Latosha Dalton",Bakersfield,CA,93306,4,2016-04-20,2016-04-20,1,1548.95,"Santa Cruz Bikes","Genna Serrano","Surly Straggler - 2016",2016,"Cyclocross Bicycles",Surly
181,459,11,"Latosha Dalton",Bakersfield,CA,93306,4,2016-04-20,2016-04-20,1,1680.89,"Santa Cruz Bikes","Genna Serrano","Surly Straggler 650b - 2016",2016,"Cyclocross Bicycles",Surly
181,459,15,"Latosha Dalton",Bakersfield,CA,93306,4,2016-04-20,2016-04-20,2,1059.78,"Santa Cruz Bikes","Genna Serrano","Electra Moto 1 - 2016",2016,"Cruisers Bicycles",Electra
181,459,24,"Latosha Dalton",Bakersfield,CA,93306,4,2016-04-20,2016-04-20,2,1099.93,"Santa Cruz Bikes","Genna Serrano","Electra Townie Original 21D - 2016",2016,"Comfort Bicycles",Electra
185,24,20,"Corene Wall",Atwater,CA,95301,3,2016-04-20,NULL,1,599.89,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D EQ - Women's - 2016",2016,"Cruisers Bicycles",Electra
185,24,8,"Corene Wall",Atwater,CA,95301,3,2016-04-20,NULL,1,1799.94,"Santa Cruz Bikes","Mireya Copeland","Trek Remedy 29 Carbon Frameset - 2016",2016,"Mountain Bikes",Trek
189,1288,16,"Allie Conley",Lawndale,CA,90260,4,2016-04-24,2016-04-26,2,1199.78,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D EQ - 2016",2016,"Cruisers Bicycles",Electra
191,919,25,"Ruthanne Hoover",Torrance,CA,90505,4,2016-04-28,2016-04-28,1,499.94,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D - 2015/2016",2016,"Comfort Bicycles",Electra
191,919,12,"Ruthanne Hoover",Torrance,CA,90505,4,2016-04-28,2016-04-28,2,1099.78,"Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 21D - 2016",2016,"Cruisers Bicycles",Electra
191,919,3,"Ruthanne Hoover",Torrance,CA,90505,4,2016-04-28,2016-04-28,1,999.92,"Santa Cruz Bikes","Mireya Copeland","Surly Wednesday Frameset - 2016",2016,"Mountain Bikes",Surly
191,919,8,"Ruthanne Hoover",Torrance,CA,90505,4,2016-04-28,2016-04-28,2,3599.93,"Santa Cruz Bikes","Mireya Copeland","Trek Remedy 29 Carbon Frameset - 2016",2016,"Mountain Bikes",Trek
